split	stem	image_path	annotation_path
train	9999963_00000_d_0000005	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999963_00000_d_0000005.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999963_00000_d_0000005.txt
train	9999963_00000_d_0000032	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999963_00000_d_0000032.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999963_00000_d_0000032.txt
train	9999963_00000_d_0000059	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999963_00000_d_0000059.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999963_00000_d_0000059.txt
train	9999963_00000_d_0000070	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999963_00000_d_0000070.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999963_00000_d_0000070.txt
train	9999973_00000_d_0000012	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000012.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000012.txt
train	9999973_00000_d_0000046	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000046.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000046.txt
train	9999973_00000_d_0000055	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000055.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000055.txt
train	9999973_00000_d_0000056	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000056.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000056.txt
train	9999973_00000_d_0000073	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000073.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000073.txt
train	9999973_00000_d_0000100	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000100.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000100.txt
train	9999973_00000_d_0000118	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000118.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000118.txt
train	9999973_00000_d_0000145	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999973_00000_d_0000145.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999973_00000_d_0000145.txt
train	9999976_00000_d_0000024	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999976_00000_d_0000024.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999976_00000_d_0000024.txt
train	9999979_00000_d_0000003	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999979_00000_d_0000003.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999979_00000_d_0000003.txt
train	9999979_00000_d_0000027	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999979_00000_d_0000027.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999979_00000_d_0000027.txt
train	9999980_00000_d_0000001	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999980_00000_d_0000001.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999980_00000_d_0000001.txt
train	9999986_00000_d_0000021	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999986_00000_d_0000021.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999986_00000_d_0000021.txt
train	9999993_00000_d_0000008	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999993_00000_d_0000008.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999993_00000_d_0000008.txt
train	9999996_00000_d_0000004	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/images/9999996_00000_d_0000004.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-train/annotations/9999996_00000_d_0000004.txt
val	0000006_06773_d_0000018	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/0000006_06773_d_0000018.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/0000006_06773_d_0000018.txt
val	9999938_00000_d_0000143	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999938_00000_d_0000143.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999938_00000_d_0000143.txt
val	9999938_00000_d_0000179	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999938_00000_d_0000179.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999938_00000_d_0000179.txt
val	9999938_00000_d_0000197	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999938_00000_d_0000197.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999938_00000_d_0000197.txt
val	9999941_00000_d_0000012	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999941_00000_d_0000012.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999941_00000_d_0000012.txt
val	9999952_00000_d_0000087	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999952_00000_d_0000087.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999952_00000_d_0000087.txt
val	9999952_00000_d_0000284	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/images/9999952_00000_d_0000284.jpg	/home/wangzhe/DroneP_VG/experiment/exp16_attn_bigmlp_20260422/data/VisDroneSplit100/VisDrone2019-DET-val/annotations/9999952_00000_d_0000284.txt
