split	stem	image_path	annotation_path	source_split
train	0000069_00483_d_0000002	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000069_00483_d_0000002.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000069_00483_d_0000002.txt	val
train	0000069_01109_d_0000004	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000069_01109_d_0000004.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000069_01109_d_0000004.txt	val
train	0000069_01878_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000069_01878_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000069_01878_d_0000005.txt	val
train	0000070_06990_d_0000007	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000070_06990_d_0000007.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000070_06990_d_0000007.txt	train
train	0000072_04493_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000072_04493_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000072_04493_d_0000005.txt	train
train	0000074_01218_d_0000002	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000074_01218_d_0000002.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000074_01218_d_0000002.txt	test
train	0000074_07297_d_0000014	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000074_07297_d_0000014.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000074_07297_d_0000014.txt	visdrone_test_100
train	0000074_08777_d_0000017	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000074_08777_d_0000017.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000074_08777_d_0000017.txt	visdrone_test_100
train	0000076_00352_d_0000002	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000076_00352_d_0000002.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000076_00352_d_0000002.txt	train
train	0000076_01444_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000076_01444_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000076_01444_d_0000005.txt	train
train	0000076_03930_d_0000013	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000076_03930_d_0000013.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000076_03930_d_0000013.txt	train
train	0000076_04925_d_0000017	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000076_04925_d_0000017.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000076_04925_d_0000017.txt	train
train	0000079_00507_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000079_00507_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000079_00507_d_0000001.txt	train
train	0000079_01515_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000079_01515_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000079_01515_d_0000005.txt	train
train	0000079_01783_d_0000007	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000079_01783_d_0000007.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000079_01783_d_0000007.txt	train
train	0000080_00002_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000080_00002_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000080_00002_d_0000001.txt	train
train	0000086_01084_d_0000003	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000086_01084_d_0000003.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000086_01084_d_0000003.txt	val
train	0000087_00700_d_0000003	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000087_00700_d_0000003.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000087_00700_d_0000003.txt	visdrone_test_100
train	0000101_00228_d_0000016	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000101_00228_d_0000016.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000101_00228_d_0000016.txt	train
train	0000101_02927_d_0000019	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000101_02927_d_0000019.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000101_02927_d_0000019.txt	train
train	0000102_02749_d_0000024	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000102_02749_d_0000024.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000102_02749_d_0000024.txt	train
train	0000105_02201_d_0000071	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000105_02201_d_0000071.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000105_02201_d_0000071.txt	visdrone_test_100
train	0000105_02539_d_0000072	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000105_02539_d_0000072.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000105_02539_d_0000072.txt	test
train	0000109_00228_d_0000061	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000109_00228_d_0000061.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000109_00228_d_0000061.txt	train
train	0000109_00606_d_0000062	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000109_00606_d_0000062.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000109_00606_d_0000062.txt	train
train	0000115_00796_d_0000081	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000115_00796_d_0000081.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000115_00796_d_0000081.txt	val
train	0000117_00112_d_0000087	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000117_00112_d_0000087.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000117_00112_d_0000087.txt	val
train	0000126_02076_d_0000125	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000126_02076_d_0000125.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000126_02076_d_0000125.txt	train
train	0000126_03402_d_0000128	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000126_03402_d_0000128.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000126_03402_d_0000128.txt	train
train	0000136_00900_d_0000156	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000136_00900_d_0000156.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000136_00900_d_0000156.txt	train
train	0000140_01877_d_0000003	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000140_01877_d_0000003.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000140_01877_d_0000003.txt	train
train	0000142_01458_d_0000030	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000142_01458_d_0000030.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000142_01458_d_0000030.txt	train
train	0000142_02458_d_0000035	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000142_02458_d_0000035.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000142_02458_d_0000035.txt	train
train	0000142_03058_d_0000038	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000142_03058_d_0000038.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000142_03058_d_0000038.txt	train
train	0000142_04858_d_0000047	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000142_04858_d_0000047.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000142_04858_d_0000047.txt	train
train	0000144_02801_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000144_02801_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000144_02801_d_0000001.txt	train
train	0000150_00630_d_0000070	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000150_00630_d_0000070.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000150_00630_d_0000070.txt	train
train	0000154_00801_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000154_00801_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000154_00801_d_0000001.txt	val
train	0000155_01201_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000155_01201_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000155_01201_d_0000001.txt	val
train	0000155_01601_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000155_01601_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000155_01601_d_0000001.txt	val
train	0000164_01840_d_0000165	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000164_01840_d_0000165.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000164_01840_d_0000165.txt	test
train	0000165_04925_d_0000108	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000165_04925_d_0000108.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000165_04925_d_0000108.txt	train
train	0000172_00401_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000172_00401_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000172_00401_d_0000001.txt	train
train	0000173_00801_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000173_00801_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000173_00801_d_0000001.txt	train
train	0000175_00801_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000175_00801_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000175_00801_d_0000001.txt	train
train	0000178_01102_d_0000012	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000178_01102_d_0000012.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000178_01102_d_0000012.txt	train
train	0000179_00301_d_0000015	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000179_00301_d_0000015.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000179_00301_d_0000015.txt	train
train	0000179_00743_d_0000018	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000179_00743_d_0000018.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000179_00743_d_0000018.txt	train
train	0000180_01213_d_0000025	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000180_01213_d_0000025.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000180_01213_d_0000025.txt	train
train	0000193_01497_d_0000111	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000193_01497_d_0000111.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000193_01497_d_0000111.txt	val
train	0000193_02212_d_0000115	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000193_02212_d_0000115.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000193_02212_d_0000115.txt	val
train	0000194_00200_d_0000120	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000194_00200_d_0000120.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000194_00200_d_0000120.txt	val
train	0000195_01256_d_0000132	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000195_01256_d_0000132.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000195_01256_d_0000132.txt	train
train	0000197_01211_d_0000149	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000197_01211_d_0000149.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000197_01211_d_0000149.txt	train
train	0000197_03351_d_0000154	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000197_03351_d_0000154.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000197_03351_d_0000154.txt	train
train	0000198_00709_d_0000157	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000198_00709_d_0000157.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000198_00709_d_0000157.txt	train
train	0000199_01607_d_0000167	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000199_01607_d_0000167.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000199_01607_d_0000167.txt	train
train	0000200_00297_d_0000169	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000200_00297_d_0000169.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000200_00297_d_0000169.txt	train
train	0000201_00626_d_0000174	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000201_00626_d_0000174.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000201_00626_d_0000174.txt	train
train	0000201_00818_d_0000175	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000201_00818_d_0000175.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000201_00818_d_0000175.txt	train
train	0000205_01275_d_0000199	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000205_01275_d_0000199.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000205_01275_d_0000199.txt	train
train	0000205_01665_d_0000200	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000205_01665_d_0000200.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000205_01665_d_0000200.txt	train
train	0000209_00609_d_0000221	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000209_00609_d_0000221.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000209_00609_d_0000221.txt	train
train	0000214_00410_d_0000249	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000214_00410_d_0000249.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000214_00410_d_0000249.txt	train
train	0000215_01869_d_0000260	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000215_01869_d_0000260.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000215_01869_d_0000260.txt	val
train	0000220_00001_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000220_00001_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000220_00001_d_0000001.txt	train
train	0000221_01292_d_0000004	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000221_01292_d_0000004.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000221_01292_d_0000004.txt	train
train	0000222_06100_d_0000019	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000222_06100_d_0000019.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000222_06100_d_0000019.txt	train
train	0000224_00001_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000224_00001_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000224_00001_d_0000001.txt	train
train	0000225_01555_d_0000005	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000225_01555_d_0000005.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000225_01555_d_0000005.txt	train
train	0000225_03052_d_0000011	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000225_03052_d_0000011.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000225_03052_d_0000011.txt	train
train	0000225_04522_d_0000015	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000225_04522_d_0000015.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000225_04522_d_0000015.txt	train
train	0000226_02644_d_0000009	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000226_02644_d_0000009.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000226_02644_d_0000009.txt	train
train	0000227_00001_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000227_00001_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000227_00001_d_0000001.txt	train
train	0000228_01419_d_0000004	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000228_01419_d_0000004.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000228_01419_d_0000004.txt	train
train	0000239_04052_d_0000012	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000239_04052_d_0000012.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000239_04052_d_0000012.txt	train
train	0000242_04116_d_0000013	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000242_04116_d_0000013.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000242_04116_d_0000013.txt	val
train	0000242_06452_d_0000018	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000242_06452_d_0000018.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000242_06452_d_0000018.txt	val
train	0000244_00001_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000244_00001_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000244_00001_d_0000001.txt	val
train	0000247_00002_d_0000001	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/images/0000247_00002_d_0000001.jpg	/home/wangzhe/DroneP_VG/dataset/VisDroneSplit1000Guarded/VisDrone2019-DET-train/annotations/0000247_00002_d_0000001.txt	train
